"No.","Time","Source","SrcPort","Destination","DestPort","Protocol","Length","Info","test"
"11170","2021-07-20 20:48:47.585458054","10.10.5.11","2869","10.10.5.14","49376","TCP","1514","2869  >  49376 [ACK] Seq=190 Ack=191 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.14"
"11171","2021-07-20 20:48:47.585567265","10.10.5.14","49376","10.10.5.11","2869","TCP","60","49376  >  2869 [ACK] Seq=191 Ack=1650 Win=65536 Len=0","10.10.5.11"
"11172","2021-07-20 20:48:47.585756576","10.10.5.11","2869","10.10.5.14","49376","HTTP","4020","HTTP/1.1 200 OK  (PNG)","10.10.5.14"
"11173","2021-07-20 20:48:47.585931889","10.10.5.14","49376","10.10.5.11","2869","TCP","60","49376  >  2869 [ACK] Seq=191 Ack=5616 Win=65536 Len=0","10.10.5.11"
"11174","2021-07-20 20:48:47.616245400","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.50? Tell 10.10.5.14","Broadcast"
"11175","2021-07-20 20:48:47.732134427","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.49? Tell 10.10.5.12","Broadcast"
"11176","2021-07-20 20:48:47.830490456","10.10.5.11","1900","239.255.255.250","1900","SSDP","554","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11177","2021-07-20 20:48:47.830490797","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","585","NOTIFY * HTTP/1.1 ","ff02::c"
"11178","2021-07-20 20:48:48.030149932","10.10.5.12","49379","10.10.5.11","2869","TCP","66","49379  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"11179","2021-07-20 20:48:48.030466131","PcsCompu_60:73:28","","Broadcast","","ARP","60","Who has 10.10.5.12? Tell 10.10.5.11","Broadcast"
"11180","2021-07-20 20:48:48.030622447","PcsCompu_03:cb:a5","","PcsCompu_60:73:28","","ARP","60","10.10.5.12 is at 08:00:27:03:cb:a5","PcsCompu_60:73:28"
"11181","2021-07-20 20:48:48.030767707","10.10.5.11","2869","10.10.5.12","49379","TCP","66","2869  >  49379 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"11182","2021-07-20 20:48:48.030948424","10.10.5.12","49379","10.10.5.11","2869","TCP","60","49379  >  2869 [ACK] Seq=1 Ack=1 Win=65536 Len=0","10.10.5.11"
"11183","2021-07-20 20:48:48.031154332","10.10.5.12","49379","10.10.5.11","2869","HTTP","361","GET /upnphost/udhisapi.dll?content=uuid:7843667a-cb4c-48b8-aa78-b3075a6e3dd4 HTTP/1.1 ","10.10.5.11"
"11184","2021-07-20 20:48:48.031666140","10.10.5.11","2869","10.10.5.12","49379","TCP","278","2869  >  49379 [PSH, ACK] Seq=1 Ack=308 Win=65536 Len=224 [TCP segment of a reassembled PDU]","10.10.5.12"
"11185","2021-07-20 20:48:48.031666306","10.10.5.11","2869","10.10.5.12","49379","TCP","1514","2869  >  49379 [ACK] Seq=225 Ack=308 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.12"
"11186","2021-07-20 20:48:48.031809190","10.10.5.12","49379","10.10.5.11","2869","TCP","60","49379  >  2869 [ACK] Seq=308 Ack=1685 Win=65536 Len=0","10.10.5.11"
"11187","2021-07-20 20:48:48.031982035","10.10.5.11","2869","10.10.5.12","49379","HTTP/XML","4270","HTTP/1.1 200 OK ","10.10.5.12"
"11188","2021-07-20 20:48:48.032276558","10.10.5.12","49379","10.10.5.11","2869","TCP","60","49379  >  2869 [ACK] Seq=308 Ack=5902 Win=65536 Len=0","10.10.5.11"
"11189","2021-07-20 20:48:48.032597022","10.10.5.12","49379","10.10.5.11","2869","TCP","60","49379  >  2869 [FIN, ACK] Seq=308 Ack=5902 Win=65536 Len=0","10.10.5.11"
"11190","2021-07-20 20:48:48.032732567","10.10.5.11","2869","10.10.5.12","49379","TCP","60","2869  >  49379 [ACK] Seq=5902 Ack=309 Win=65536 Len=0","10.10.5.12"
"11191","2021-07-20 20:48:48.043395498","10.10.5.12","49380","10.10.5.11","2869","TCP","66","49380  >  2869 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"11192","2021-07-20 20:48:48.043532998","10.10.5.11","2869","10.10.5.12","49380","TCP","66","2869  >  49380 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.12"
"11193","2021-07-20 20:48:48.043687774","10.10.5.12","49380","10.10.5.11","2869","TCP","60","49380  >  2869 [ACK] Seq=1 Ack=1 Win=65536 Len=0","10.10.5.11"
"11194","2021-07-20 20:48:48.043843635","10.10.5.12","49380","10.10.5.11","2869","HTTP","244","GET /upnphost/udhisapi.dll?content=uuid:3ac6b662-1255-4a45-8813-189fd1d234eb HTTP/1.1 ","10.10.5.11"
"11195","2021-07-20 20:48:48.044228228","10.10.5.11","2869","10.10.5.12","49380","TCP","243","2869  >  49380 [PSH, ACK] Seq=1 Ack=191 Win=65536 Len=189 [TCP segment of a reassembled PDU]","10.10.5.12"
"11196","2021-07-20 20:48:48.044228320","10.10.5.11","2869","10.10.5.12","49380","TCP","1514","2869  >  49380 [ACK] Seq=190 Ack=191 Win=65536 Len=1460 [TCP segment of a reassembled PDU]","10.10.5.12"
"11197","2021-07-20 20:48:48.044343970","10.10.5.12","49380","10.10.5.11","2869","TCP","60","49380  >  2869 [ACK] Seq=191 Ack=1650 Win=65536 Len=0","10.10.5.11"
"11198","2021-07-20 20:48:48.044464548","10.10.5.11","2869","10.10.5.12","49380","HTTP","4020","HTTP/1.1 200 OK  (PNG)","10.10.5.12"
"11199","2021-07-20 20:48:48.044578491","10.10.5.12","49380","10.10.5.11","2869","TCP","60","49380  >  2869 [ACK] Seq=191 Ack=5616 Win=65536 Len=0","10.10.5.11"
"11200","2021-07-20 20:48:48.125694471","10.10.5.11","1900","239.255.255.250","1900","SSDP","540","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11201","2021-07-20 20:48:48.125694787","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","571","NOTIFY * HTTP/1.1 ","ff02::c"
"11202","2021-07-20 20:48:48.254943370","10.10.5.11","1900","239.255.255.250","1900","SSDP","538","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11203","2021-07-20 20:48:48.254943672","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","569","NOTIFY * HTTP/1.1 ","ff02::c"
"11204","2021-07-20 20:48:48.517364285","10.10.5.11","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11205","2021-07-20 20:48:48.517364576","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","505","NOTIFY * HTTP/1.1 ","ff02::c"
"11206","2021-07-20 20:48:48.732076244","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.49? Tell 10.10.5.12","Broadcast"
"11207","2021-07-20 20:48:48.954794678","10.10.5.11","1900","239.255.255.250","1900","SSDP","483","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11208","2021-07-20 20:48:48.954795018","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","514","NOTIFY * HTTP/1.1 ","ff02::c"
"11209","2021-07-20 20:48:49.721682242","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.45? Tell 10.10.5.13","Broadcast"
"11210","2021-07-20 20:48:49.974726421","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.14","Broadcast"
"11211","2021-07-20 20:48:50.141768920","PcsCompu_60:73:28","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.11","PcsCompu_df:63:fa"
"11212","2021-07-20 20:48:50.141785930","PcsCompu_df:63:fa","","PcsCompu_60:73:28","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_60:73:28"
"11213","2021-07-20 20:48:50.283660409","10.10.5.11","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11214","2021-07-20 20:48:50.283660744","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","557","NOTIFY * HTTP/1.1 ","ff02::c"
"11215","2021-07-20 20:48:50.536205309","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.45? Tell 10.10.5.13","Broadcast"
"11216","2021-07-20 20:48:50.617383767","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.14","Broadcast"
"11217","2021-07-20 20:48:50.679881549","10.10.5.12","49239","10.10.5.10","1292","TCP","4526","49239  >  1292 [PSH, ACK] Seq=452771 Ack=1553 Win=64150 Len=4472","10.10.5.10"
"11218","2021-07-20 20:48:50.679916243","10.10.5.10","1292","10.10.5.12","49239","TCP","54","1292  >  49239 [ACK] Seq=1553 Ack=457243 Win=65535 Len=0","10.10.5.12"
"11219","2021-07-20 20:48:50.680139443","10.10.5.10","1292","10.10.5.12","49239","TCP","69","1292  >  49239 [PSH, ACK] Seq=1553 Ack=457243 Win=65535 Len=15","10.10.5.12"
"11220","2021-07-20 20:48:50.747712125","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.50? Tell 10.10.5.12","Broadcast"
"11221","2021-07-20 20:48:50.831149226","10.10.5.11","1900","239.255.255.250","1900","SSDP","554","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11222","2021-07-20 20:48:50.831149850","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","585","NOTIFY * HTTP/1.1 ","ff02::c"
"11223","2021-07-20 20:48:50.872387907","10.10.5.12","49239","10.10.5.10","1292","TCP","60","49239  >  1292 [ACK] Seq=457243 Ack=1568 Win=64135 Len=0","10.10.5.10"
"11224","2021-07-20 20:48:51.126472669","10.10.5.11","1900","239.255.255.250","1900","SSDP","540","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11225","2021-07-20 20:48:51.126472981","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","571","NOTIFY * HTTP/1.1 ","ff02::c"
"11226","2021-07-20 20:48:51.252557332","10.10.5.11","1900","239.255.255.250","1900","SSDP","538","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11227","2021-07-20 20:48:51.252557677","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","569","NOTIFY * HTTP/1.1 ","ff02::c"
"11228","2021-07-20 20:48:51.517866506","10.10.5.11","1900","239.255.255.250","1900","SSDP","474","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11229","2021-07-20 20:48:51.517866835","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","505","NOTIFY * HTTP/1.1 ","ff02::c"
"11230","2021-07-20 20:48:51.532780032","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.45? Tell 10.10.5.13","Broadcast"
"11231","2021-07-20 20:48:51.616720708","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.14","Broadcast"
"11232","2021-07-20 20:48:51.732500454","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.50? Tell 10.10.5.12","Broadcast"
"11233","2021-07-20 20:48:51.957537134","10.10.5.11","1900","239.255.255.250","1900","SSDP","483","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11234","2021-07-20 20:48:51.957537462","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","514","NOTIFY * HTTP/1.1 ","ff02::c"
"11235","2021-07-20 20:48:52.733539445","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.50? Tell 10.10.5.12","Broadcast"
"11236","2021-07-20 20:48:53.283687265","10.10.5.11","1900","239.255.255.250","1900","SSDP","526","NOTIFY * HTTP/1.1 ","239.255.255.250"
"11237","2021-07-20 20:48:53.283687731","fe80::6d8e:576d:50b5:128b","1900","ff02::c","1900","SSDP","557","NOTIFY * HTTP/1.1 ","ff02::c"
"11238","2021-07-20 20:48:53.723718866","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.46? Tell 10.10.5.13","Broadcast"
"11239","2021-07-20 20:48:53.979664686","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.52? Tell 10.10.5.14","Broadcast"
"11240","2021-07-20 20:48:54.003531544","fe80::6407:7b6:e2ff:9ac8","50525","ff02::1:3","5355","LLMNR","88","Standard query 0xba51 A NODE1-PC","ff02::1:3"
"11241","2021-07-20 20:48:54.003531819","10.10.5.13","63217","224.0.0.252","5355","LLMNR","68","Standard query 0xba51 A NODE1-PC","224.0.0.252"
"11242","2021-07-20 20:48:54.004008731","fe80::6d8e:576d:50b5:128b","","ff02::1:ffff:9ac8","","ICMPv6","86","Neighbor Solicitation for fe80::6407:7b6:e2ff:9ac8 from 08:00:27:60:73:28","ff02::1:ffff:9ac8"
"11243","2021-07-20 20:48:54.004108532","10.10.5.11","5355","10.10.5.13","63217","LLMNR","92","Standard query response 0xba51 A NODE1-PC A 10.10.5.11","10.10.5.13"
"11244","2021-07-20 20:48:54.004108744","fe80::6407:7b6:e2ff:9ac8","","ff02::1:ffb5:128b","","ICMPv6","86","Neighbor Solicitation for fe80::6d8e:576d:50b5:128b from 08:00:27:c8:46:cd","ff02::1:ffb5:128b"
"11245","2021-07-20 20:48:54.004419624","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","50525","LLMNR","112","Standard query response 0xba51 A NODE1-PC A 10.10.5.11","fe80::6407:7b6:e2ff:9ac8"
"11246","2021-07-20 20:48:54.004419743","fe80::6d8e:576d:50b5:128b","","fe80::6407:7b6:e2ff:9ac8","","ICMPv6","86","Neighbor Advertisement fe80::6d8e:576d:50b5:128b (sol, ovr) is at 08:00:27:60:73:28","fe80::6407:7b6:e2ff:9ac8"
"11247","2021-07-20 20:48:54.004419783","fe80::6407:7b6:e2ff:9ac8","","fe80::6d8e:576d:50b5:128b","","ICMPv6","86","Neighbor Advertisement fe80::6407:7b6:e2ff:9ac8 (sol, ovr) is at 08:00:27:c8:46:cd","fe80::6d8e:576d:50b5:128b"
"11248","2021-07-20 20:48:54.004511428","fe80::6407:7b6:e2ff:9ac8","5355","fe80::6d8e:576d:50b5:128b","50525","ICMPv6","160","Destination Unreachable (Port unreachable)","fe80::6d8e:576d:50b5:128b"
"11249","2021-07-20 20:48:54.004681196","10.10.5.13","64661","224.0.0.252","5355","LLMNR","68","Standard query 0x0779 AAAA NODE1-PC","224.0.0.252"
"11250","2021-07-20 20:48:54.005015720","10.10.5.11","5355","10.10.5.13","64661","LLMNR","104","Standard query response 0x0779 AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","10.10.5.13"
"11251","2021-07-20 20:48:54.005868920","10.10.5.13","137","10.10.5.255","137","NBNS","92","Name query NB NODE1-PC<20>","10.10.5.255"
"11252","2021-07-20 20:48:54.006016517","10.10.5.11","137","10.10.5.13","137","NBNS","104","Name query response NB 10.10.5.11","10.10.5.13"
"11253","2021-07-20 20:48:54.006212945","10.10.5.13","49370","10.10.5.11","139","TCP","66","49370  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"11254","2021-07-20 20:48:54.006317210","10.10.5.11","139","10.10.5.13","49370","TCP","66","139  >  49370 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.13"
"11255","2021-07-20 20:48:54.006520742","10.10.5.13","49370","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE3-PC<00>","10.10.5.11"
"11256","2021-07-20 20:48:54.006645171","10.10.5.11","139","10.10.5.13","49370","NBSS","60","Positive session response","10.10.5.13"
"11257","2021-07-20 20:48:54.006858636","10.10.5.13","49370","10.10.5.11","139","SMB","213","Negotiate Protocol Request","10.10.5.11"
"11258","2021-07-20 20:48:54.007211209","10.10.5.11","139","10.10.5.13","49370","SMB2","228","Negotiate Protocol Response","10.10.5.13"
"11259","2021-07-20 20:48:54.007320606","10.10.5.13","49370","10.10.5.11","139","SMB2","162","Negotiate Protocol Request","10.10.5.11"
"11260","2021-07-20 20:48:54.007529945","10.10.5.11","139","10.10.5.13","49370","SMB2","228","Negotiate Protocol Response","10.10.5.13"
"11261","2021-07-20 20:48:54.007983798","10.10.5.13","49370","10.10.5.11","139","SMB2","220","Session Setup Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"11262","2021-07-20 20:48:54.008231433","10.10.5.11","139","10.10.5.13","49370","SMB2","329","Session Setup Response, Error: STATUS_MORE_PROCESSING_REQUIRED, NTLMSSP_CHALLENGE","10.10.5.13"
"11263","2021-07-20 20:48:54.008480333","10.10.5.13","49370","10.10.5.11","139","SMB2","302","Session Setup Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"11264","2021-07-20 20:48:54.008801910","10.10.5.11","139","10.10.5.13","49370","SMB2","159","Session Setup Response","10.10.5.13"
"11265","2021-07-20 20:48:54.008992579","10.10.5.13","49370","10.10.5.11","139","SMB2","160","Tree Connect Request Tree: \\\\NODE1-PC\\IPC$","10.10.5.11"
"11266","2021-07-20 20:48:54.009128421","10.10.5.11","139","10.10.5.13","49370","SMB2","138","Tree Connect Response","10.10.5.13"
"11267","2021-07-20 20:48:54.009742194","fe80::6407:7b6:e2ff:9ac8","53441","ff02::1:3","5355","LLMNR","88","Standard query 0x79bb A NODE1-PC","ff02::1:3"
"11268","2021-07-20 20:48:54.009925815","10.10.5.13","55075","224.0.0.252","5355","LLMNR","68","Standard query 0x79bb A NODE1-PC","224.0.0.252"
"11269","2021-07-20 20:48:54.010148383","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","53441","LLMNR","112","Standard query response 0x79bb A NODE1-PC A 10.10.5.11","fe80::6407:7b6:e2ff:9ac8"
"11270","2021-07-20 20:48:54.010302601","10.10.5.11","5355","10.10.5.13","55075","LLMNR","92","Standard query response 0x79bb A NODE1-PC A 10.10.5.11","10.10.5.13"
"11271","2021-07-20 20:48:54.010409559","10.10.5.13","5355","10.10.5.11","55075","ICMP","120","Destination unreachable (Port unreachable)","10.10.5.11"
"11272","2021-07-20 20:48:54.010550678","fe80::6407:7b6:e2ff:9ac8","52282","ff02::1:3","5355","LLMNR","88","Standard query 0x7fa3 AAAA NODE1-PC","ff02::1:3"
"11273","2021-07-20 20:48:54.010787394","fe80::6d8e:576d:50b5:128b","5355","fe80::6407:7b6:e2ff:9ac8","52282","LLMNR","124","Standard query response 0x7fa3 AAAA NODE1-PC AAAA fe80::6d8e:576d:50b5:128b","fe80::6407:7b6:e2ff:9ac8"
"11274","2021-07-20 20:48:54.011471340","10.10.5.13","49371","10.10.5.11","139","TCP","66","49371  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.11"
"11275","2021-07-20 20:48:54.011570944","10.10.5.11","139","10.10.5.13","49371","TCP","66","139  >  49371 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1","10.10.5.13"
"11276","2021-07-20 20:48:54.011674820","10.10.5.13","49371","10.10.5.11","139","NBSS","126","Session request, to NODE1-PC<20> from NODE3-PC<00>","10.10.5.11"
"11277","2021-07-20 20:48:54.011787789","10.10.5.11","139","10.10.5.13","49371","NBSS","60","Positive session response","10.10.5.13"
"11278","2021-07-20 20:48:54.012025951","10.10.5.13","49371","10.10.5.11","139","SMB","191","Negotiate Protocol Request","10.10.5.11"
"11279","2021-07-20 20:48:54.012285137","10.10.5.11","139","10.10.5.13","49371","SMB","185","Negotiate Protocol Response","10.10.5.13"
"11280","2021-07-20 20:48:54.012616452","10.10.5.13","49371","10.10.5.11","139","SMB","196","Session Setup AndX Request, NTLMSSP_NEGOTIATE","10.10.5.11"
"11281","2021-07-20 20:48:54.012833746","10.10.5.11","139","10.10.5.13","49371","SMB","440","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED","10.10.5.13"
"11282","2021-07-20 20:48:54.013067715","10.10.5.13","49371","10.10.5.11","139","SMB","278","Session Setup AndX Request, NTLMSSP_AUTH, User: \\","10.10.5.11"
"11283","2021-07-20 20:48:54.013378288","10.10.5.11","139","10.10.5.13","49371","SMB","270","Session Setup AndX Response","10.10.5.13"
"11284","2021-07-20 20:48:54.013523830","10.10.5.13","49371","10.10.5.11","139","SMB","140","Tree Connect AndX Request, Path: \\\\NODE1-PC\\IPC$","10.10.5.11"
"11285","2021-07-20 20:48:54.013701652","10.10.5.11","139","10.10.5.13","49371","SMB","114","Tree Connect AndX Response","10.10.5.13"
"11286","2021-07-20 20:48:54.013847478","10.10.5.13","49371","10.10.5.11","139","LANMAN","176","NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum","10.10.5.11"
"11287","2021-07-20 20:48:54.014301718","10.10.5.11","139","10.10.5.13","49371","LANMAN","250","NetServerEnum2 Response","10.10.5.13"
"11288","2021-07-20 20:48:54.014624070","10.10.5.13","49371","10.10.5.11","139","LANMAN","176","NetServerEnum2 Request, Domain Enum","10.10.5.11"
"11289","2021-07-20 20:48:54.014855434","10.10.5.11","139","10.10.5.13","49371","LANMAN","157","NetServerEnum2 Response","10.10.5.13"
"11290","2021-07-20 20:48:54.084890953","fe80::3c1a:e462:6dcc:19c9","546","ff02::1:2","547","DHCPv6","150","Solicit XID: 0xbb187e CID: 0001000126b4b0220800279d7883 ","ff02::1:2"
"11291","2021-07-20 20:48:54.208388005","10.10.5.13","49370","10.10.5.11","139","TCP","60","49370  >  139 [ACK] Seq=860 Ack=817 Win=64768 Len=0","10.10.5.11"
"11292","2021-07-20 20:48:54.208388303","10.10.5.13","49371","10.10.5.11","139","TCP","60","49371  >  139 [ACK] Seq=906 Ack=1097 Win=64512 Len=0","10.10.5.11"
"11293","2021-07-20 20:48:54.534873033","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.46? Tell 10.10.5.13","Broadcast"
"11294","2021-07-20 20:48:54.618853201","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.52? Tell 10.10.5.14","Broadcast"
"11295","2021-07-20 20:48:54.749754331","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.12","Broadcast"
"11296","2021-07-20 20:48:55.233035835","PcsCompu_03:cb:a5","","PcsCompu_df:63:fa","","ARP","60","Who has 10.10.5.10? Tell 10.10.5.12","PcsCompu_df:63:fa"
"11297","2021-07-20 20:48:55.233050439","PcsCompu_df:63:fa","","PcsCompu_03:cb:a5","","ARP","42","10.10.5.10 is at 08:00:27:df:63:fa","PcsCompu_03:cb:a5"
"11298","2021-07-20 20:48:55.430868762","10.10.5.13","49234","10.10.5.10","1293","TCP","4674","49234  >  1293 [PSH, ACK] Seq=454012 Ack=1568 Win=64135 Len=4620","10.10.5.10"
"11299","2021-07-20 20:48:55.430897840","10.10.5.10","1293","10.10.5.13","49234","TCP","54","1293  >  49234 [ACK] Seq=1568 Ack=458632 Win=65535 Len=0","10.10.5.13"
"11300","2021-07-20 20:48:55.431094192","10.10.5.10","1293","10.10.5.13","49234","TCP","69","1293  >  49234 [PSH, ACK] Seq=1568 Ack=458632 Win=65535 Len=15","10.10.5.13"
"11301","2021-07-20 20:48:55.533399120","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.46? Tell 10.10.5.13","Broadcast"
"11302","2021-07-20 20:48:55.617323894","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.52? Tell 10.10.5.14","Broadcast"
"11303","2021-07-20 20:48:55.628796990","10.10.5.13","49234","10.10.5.10","1293","TCP","60","49234  >  1293 [ACK] Seq=458632 Ack=1583 Win=64120 Len=0","10.10.5.10"
"11304","2021-07-20 20:48:55.734017816","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.12","Broadcast"
"11305","2021-07-20 20:48:56.652698930","10.10.5.11","138","10.10.5.255","138","BROWSER","248","Local Master Announcement NODE1-PC, Workstation, Server, NT Workstation, Potential Browser, Master Browser","10.10.5.255"
"11306","2021-07-20 20:48:56.732327012","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.51? Tell 10.10.5.12","Broadcast"
"11307","2021-07-20 20:48:57.722824130","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.47? Tell 10.10.5.13","Broadcast"
"11308","2021-07-20 20:48:57.977686943","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.53? Tell 10.10.5.14","Broadcast"
"11309","2021-07-20 20:48:58.534676061","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.47? Tell 10.10.5.13","Broadcast"
"11310","2021-07-20 20:48:58.615875776","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.53? Tell 10.10.5.14","Broadcast"
"11311","2021-07-20 20:48:58.752390304","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.52? Tell 10.10.5.12","Broadcast"
"11312","2021-07-20 20:48:59.534596047","PcsCompu_c8:46:cd","","Broadcast","","ARP","60","Who has 10.10.5.47? Tell 10.10.5.13","Broadcast"
"11313","2021-07-20 20:48:59.619852498","PcsCompu_90:18:5a","","Broadcast","","ARP","60","Who has 10.10.5.53? Tell 10.10.5.14","Broadcast"
"11314","2021-07-20 20:48:59.734308231","PcsCompu_03:cb:a5","","Broadcast","","ARP","60","Who has 10.10.5.52? Tell 10.10.5.12","Broadcast"
"11315","2021-07-20 20:49:00.511344661","10.10.5.11","49325","10.10.5.10","1291","TCP","5525","49325  >  1291 [PSH, ACK] Seq=507930 Ack=1568 Win=64135 Len=5471","10.10.5.10"
"11316","2021-07-20 20:49:00.511380036","10.10.5.10","1291","10.10.5.11","49325","TCP","54","1291  >  49325 [ACK] Seq=1568 Ack=513401 Win=65535 Len=0","10.10.5.11"
"11317","2021-07-20 20:49:00.511577404","10.10.5.10","1291","10.10.5.11","49325","TCP","69","1291  >  49325 [PSH, ACK] Seq=1568 Ack=513401 Win=65535 Len=15","10.10.5.11"
"11318","2021-07-20 20:49:00.687157249","10.10.5.14","49236","10.10.5.10","1294","TCP","4643","49236  >  1294 [PSH, ACK] Seq=450699 Ack=1568 Win=64135 Len=4589","10.10.5.10"
"11319","2021-07-20 20:49:00.687193019","10.10.5.10","1294","10.10.5.14","49236","TCP","54","1294  >  49236 [ACK] Seq=1568 Ack=455288 Win=65535 Len=0","10.10.5.14"
"11320","2021-07-20 20:49:00.687398965","10.10.5.10","1294","10.10.5.14","49236","TCP","69","1294  >  49236 [PSH, ACK] Seq=1568 Ack=455288 Win=65535 Len=15","10.10.5.14"
"11321","2021-07-20 20:49:00.721502857","10.10.5.11","49325","10.10.5.10","1291","TCP","60","49325  >  1291 [ACK] Seq=513401 Ack=1583 Win=64120 Len=0","10.10.5.10"
